dataset_index,session_id,measurement_id,sample_id,status,valid_fraction,repair_fraction,raw_path,repaired_path,mask_path
150,zro2_60_pass,6,11,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_011.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_011.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_011.npz
151,zro2_60_pass,6,12,PASS,1.0,0.00296875,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_012.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_012.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_012.npz
152,zro2_60_pass,7,13,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_013.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_013.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_013.npz
153,zro2_60_pass,7,14,PASS,1.0,0.01109375,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_014.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_014.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_014.npz
154,zro2_60_pass,8,15,PASS,1.0,0.0033203125,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_015.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_015.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_015.npz
155,zro2_60_pass,8,16,PASS,1.0,0.000625,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_016.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_016.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_016.npz
156,zro2_60_pass,9,17,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_017.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_017.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_017.npz
157,zro2_60_pass,9,18,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_018.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_018.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_018.npz
158,zro2_60_pass,10,19,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_019.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_019.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_019.npz
159,zro2_60_pass,10,20,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_020.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_020.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_020.npz
160,zro2_60_pass,11,21,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_021.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_021.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_021.npz
161,zro2_60_pass,11,22,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_022.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_022.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_022.npz
162,zro2_60_pass,12,23,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_023.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_023.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_023.npz
163,zro2_60_pass,12,24,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_024.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_024.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_024.npz
164,zro2_60_pass,13,25,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_025.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_025.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_025.npz
165,zro2_60_pass,13,26,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_026.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_026.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_026.npz
166,zro2_60_pass,14,27,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_027.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_027.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_027.npz
167,zro2_60_pass,14,28,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_028.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_028.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_028.npz
168,zro2_60_pass,15,29,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_029.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_029.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_029.npz
169,zro2_60_pass,15,30,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_030.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_030.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_030.npz
170,zro2_60_pass,16,31,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_031.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_031.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_031.npz
171,zro2_60_pass,16,32,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_032.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_032.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_032.npz
172,zro2_60_pass,17,33,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_033.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_033.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_033.npz
173,zro2_60_pass,17,34,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_034.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_034.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_034.npz
174,zro2_60_pass,18,35,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_035.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_035.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_035.npz
175,zro2_60_pass,18,36,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_036.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_036.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_036.npz
176,zro2_60_pass,19,37,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_037.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_037.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_037.npz
177,zro2_60_pass,19,38,PASS,1.0,0.0014453125,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_038.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_038.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_038.npz
178,zro2_60_pass,20,39,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_039.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_039.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_039.npz
179,zro2_60_pass,20,40,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_040.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_040.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_040.npz
180,zro2_60_pass,21,41,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_041.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_041.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_041.npz
181,zro2_60_pass,21,42,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_042.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_042.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_042.npz
182,zro2_60_pass,22,43,PASS,1.0,0.0028125,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_043.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_043.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_043.npz
183,zro2_60_pass,22,44,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_044.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_044.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_044.npz
184,zro2_60_pass,23,45,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_045.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_045.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_045.npz
185,zro2_60_pass,23,46,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_046.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_046.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_046.npz
186,zro2_60_pass,24,47,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_047.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_047.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_047.npz
187,zro2_60_pass,24,48,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_048.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_048.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_048.npz
188,zro2_60_pass,25,49,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_049.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_049.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_049.npz
189,zro2_60_pass,25,50,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_050.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_050.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_050.npz
190,zro2_60_pass,26,51,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_051.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_051.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_051.npz
191,zro2_60_pass,26,52,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_052.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_052.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_052.npz
192,zro2_60_pass,27,53,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_053.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_053.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_053.npz
193,zro2_60_pass,27,54,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_054.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_054.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_054.npz
194,zro2_60_pass,28,55,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_055.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_055.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_055.npz
195,zro2_60_pass,28,56,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_056.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_056.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_056.npz
196,zro2_60_pass,29,57,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_057.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_057.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_057.npz
197,zro2_60_pass,29,58,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_058.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_058.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_058.npz
198,zro2_60_pass,30,59,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_059.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_059.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_059.npz
199,zro2_60_pass,30,60,PASS,1.0,0.0,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_raw\zro2_60_pass__sample_060.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\H_stable_repaired\zro2_60_pass__sample_060.npz,outputs\rectangle_registration\manual_internal_roi_v1\registered\repair_masks\zro2_60_pass__sample_060.npz
